id,name,bbx1,bby1,bbx2,bby2,group,distance(km),Dateiname,duration,duration_in_motion(min),max_speed(km/h),elevation_climbed,max_height,avg_speed,avg_speed_in_motion,bbox_perimeter,start_end_gap,filename,max_asc,avg_watt,calories,TrackUrl,year,MonthName,Day,Hour
253145849,Phönix70Endurance,51.48681,7.476575,51.506577,7.510464,Niere-Phoenix-rides,77.08,activities/286365344.gpx,207.65,200.9,30.239998626708985,38.34999847412109,124.4000015258789,22.2725552311582,23.02088647959184,9.088962849684789,0.0080635362419624,286365344.gpx,10.600000381469728,126.73809814453124,1703.3853759765625,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/286365344.gpx,2015,Feb,Tue,15
254409280,Wiblingwerde+Phönix,51.261858,7.473455,51.506584,7.645501,Dortmund-Umgebung,131.71,activities/287750029.gpx,407.7,390.3333333333333,47.5199993133545,1289.1680908203125,511.6000061035156,19.38440029433407,20.2468488471392,78.36703382678449,0.0047873056682177,287750029.gpx,30.0,131.90988159179688,3444.60546875,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/287750029.gpx,2015,Feb,Fri,12
255319368,"15.02.15 Dortmund, NRW, Germany",51.486832,7.476566,51.506613,7.532664,Niere-Phoenix-rides,59.79,activities/288765771.gpx,164.06666666666666,162.4,37.43999862670898,59.676666259765625,138.6999969482422,21.867440350721253,22.09185989455049,12.167596974768282,0.0078455398530582,288765771.gpx,9.600000381469728,75.8022232055664,823.5575561523438,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/288765771.gpx,2015,Feb,Sun,11
2888361099,Radfahrt am Mittag,51.455895,7.499737,51.610369,8.068365,Dortmund-Umgebung,112.54,activities/2888361099.gpx,287.3833333333333,274.0,53.28000068664551,692.44287109375,261.1000061035156,23.497187264397148,24.644890510948905,113.15080521466246,2.0107376204817635,2888361099.gpx,30.0,104.4441375732422,1914.5238037109373,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/2888361099.gpx,2019,Nov,Sun,10
2730938714,Pfänder Test,47.506315,9.681498,47.551874,9.802688,tour,33.2,activities/2894811013.gpx,160.53333333333333,117.83333333333331,55.8,762.2916870117188,1026.9000244140625,12.410468685112129,16.90772763437058,28.33778697631234,0.3020920477772775,2894811013.gpx,13.5,107.19711303710938,845.0402221679688,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/2894811013.gpx,2019,Sep,Sun,11
261171947,200Brevet-Ara-Niederrhein,51.161019,5.745938,51.735664,6.211685,Brevet,196.38,activities/295258289.gpx,562.7666666666667,502.3333333333333,33.48000068664551,144.60299682617188,38.900001525878906,20.937700645619856,23.45661579296616,192.75201053348863,0.0892461402464485,295258289.gpx,4.5,131.28399658203125,4411.943359375,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/295258289.gpx,2015,Feb,Sat,8
2957224230,Phoenix 24hr - Festive 2019,51.485392,7.476501,51.506653,7.523928,Niere-Phoenix-rides,500.99,activities/2957224230.gpx,1465.6333333333334,1311.7333333333331,41.4,0.0,127.0999984741211,20.509597671086446,22.91590008131734,11.29617326316549,2.2126648063279544,2957224230.gpx,27.5,79.07270812988281,6939.0224609375,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/2957224230.gpx,2019,Dec,Wed,11
3102137522,Radfahrt am Mittag,51.456083,7.499865,51.50667,8.093952,Dortmund-Umgebung,112.73,activities/3102137522.gpx,278.96666666666664,275.7333333333333,58.320002746582034,860.579833984375,285.70001220703125,24.24672414565659,24.53104864301257,93.5750013751772,0.0150735029089805,3102137522.gpx,14.399999618530272,104.31073760986328,1924.1790771484373,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/3102137522.gpx,2020,Feb,Sat,10
276897395,Oosterschelde-10Beaufort,51.55888,3.658927,51.702883,3.943998,tour,64.48,activities/312856779.gpx,252.95,239.6833333333333,38.160001373291024,61.40290069580078,17.0,15.295268024807276,16.141873500625824,71.43927033689354,0.0019588962611586,312856779.gpx,30.0,45.15999984741211,724.1322631835938,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/312856779.gpx,2015,Mar,Tue,9
278023031,Zeeland-Daemme-mitWind,51.665599,3.713526,51.845732,4.083696,tour,81.54,activities/314113145.gpx,253.9833333333333,250.25,28.8,152.80299377441406,22.89999961853028,19.26353209692237,19.550913461538464,91.11995845771304,0.0013459160414716,314113145.gpx,24.700000762939453,60.713600158691406,1016.4503784179688,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/314113145.gpx,2015,Apr,Thu,12
283719477,300Brevet-2015AraNiederrhein :-(,50.61722000129521,5.960425995290279,51.55121203511953,6.351683009415865,Brevet,318.45,activities/320613036.gpx,1098.8333333333333,975.5833333333334,54.0,1931.68994140625,553.0999755859375,17.388442287274383,19.585205432647133,262.91898822784265,0.0470594311627202,320613036.gpx,30.0,69.11630249023438,4510.98095703125,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/320613036.gpx,2015,Apr,Sat,6
286014279,Phönix-Niere-RundenDrehen,51.485342,7.467474,51.506584,7.523892,Niere-Phoenix-rides,44.49,activities/323233734.gpx,114.05,107.1,41.76000137329103,93.45999908447266,124.3000030517578,23.406313020605,24.92521008403361,12.537077749761137,0.0035455674007456,323233734.gpx,18.100000381469727,109.3161392211914,783.248046875,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/323233734.gpx,2015,Apr,Wed,13
287246602,Phönix-Nieren-Runden,51.486147,7.467464,51.506561,7.51037,Niere-Phoenix-rides,43.26,activities/324630615.gpx,111.38333333333334,108.46666666666668,39.96000137329102,45.0,132.0,23.30422223365256,23.93087233981253,10.48161862726514,0.0092078565018864,324630615.gpx,6.199999809265137,90.83230590820312,659.1173095703125,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/324630615.gpx,2015,Apr,Fri,14
3254016074,RundUmDo,51.430707,7.324022,51.582403,7.601581,Dortmund-Umgebung,75.66,activities/3254016074.gpx,202.4833333333333,198.38333333333333,70.92000274658203,678.6670532226562,252.0,22.422171835130463,22.885572177182222,72.21955124191547,0.0214916984709803,3254016074.gpx,23.200000762939453,98.32711791992188,1304.9820556640625,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/3254016074.gpx,2020,Apr,Sat,11
3258092403,Radfahrt am Mittag,51.459035,7.499869,51.590185,7.881085,Dortmund-Umgebung,81.21,activities/3258092403.gpx,217.6,214.76666666666668,54.0,509.7457275390625,209.6000061035156,22.39260110294117,22.688018004035385,81.9896944393637,0.0200175797441749,3258092403.gpx,12.699999809265137,86.84127044677734,1247.7261962890625,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/3258092403.gpx,2020,Apr,Sun,9
288374088,RTF-Unna,51.485863,7.691619,51.638842,8.091432,RTF,120.38,activities/325958761.gpx,300.76666666666665,284.55,50.76000137329103,607.9299926757812,244.1999969482422,24.01542724149396,25.38408012651556,89.38856316758881,0.0262493714446457,325958761.gpx,28.200000762939453,102.96800231933594,1960.1395263671875,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/325958761.gpx,2015,Apr,Sun,6
3270714435,Radfahrt am Mittag,51.380137,7.472819,51.506546,7.687094,Dortmund-Umgebung,63.87,activities/3270714435.gpx,178.71666666666667,167.75,55.08000068664551,741.3236083984375,286.1000061035156,21.444491542711926,22.84642650894188,57.85445329451156,0.0068750105679192,3270714435.gpx,23.100000381469727,105.81822967529295,1187.5399169921875,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/3270714435.gpx,2020,Apr,Wed,9
289747400,Phönix-zügig,51.48683,7.4766,51.506563,7.510486,Niere-Phoenix-rides,45.91,activities/327569504.gpx,95.3,95.3,38.5199993133545,38.41999816894531,124.4000015258789,28.90589667497377,28.90589667497377,9.080984093385066,0.0944757537992315,327569504.gpx,11.0,131.96974182128906,841.3839721679688,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/327569504.gpx,2015,Apr,Tue,13
3279958655,Wixberg,51.305535,7.467443,51.507595,7.698065,Dortmund-Umgebung,89.54,activities/3279958655.gpx,265.0833333333333,247.5,70.2,1116.4432373046875,453.5,20.267446164728074,21.70732196969697,76.99965450358826,0.0307775466182209,3279958655.gpx,30.0,105.05371856689452,1739.4578857421875,https://raw.githubusercontent.com/ManfredAtGit/LeafletGpx/refs/heads/main/StravaViz/StravaGpxDir/3279958655.gpx,2020,Apr,Fri,10
